SimpleFormat
60572.5380629407,11302.4897901561,4440
60578.5009049699,11307.697842055,4440
60583.6334778558,11302.7917062082,4440
60587.4074285072,11301.2066469346,4440
60592.7664384322,11303.9993704167,4440
60596.1629940185,11300.0744617392,4440
60590.9549421195,11297.3572172702,4440
60587.4829075203,11294.2625777361,4440
60585.0675791034,11290.6395851107,4440
60581.293628452,11287.1675505114,4440
60577.2932407615,11290.1867110325,4440
60579.6330901654,11293.5832666188,4440
60579.0292580611,11297.4326962832,4440
60572.8399789928,11302.187874104,4440
60572.7644999798,11302.187874104,4440

60567.0112496842,11261.5801659001,4440
60572.6092764838,11261.454367545,4440
60574.3075542769,11261.1398716574,4440
60578.8991942361,11261.0769724799,4440
60580.4716736742,11262.775250273,4440
60581.2264638045,11267.3668902322,4440
60581.6038588696,11269.505462268,4440
60586.6357930715,11268.6877729602,4440
60586.3841963614,11265.7944107941,4440
60586.0697004738,11263.5929395808,4440
60587.9566757995,11260.6995774148,4440
60591.6677272733,11260.2592831721,4440
60593.9320976642,11259.6931905744,4440
60592.7999124687,11254.598357195,4440
60589.7807519476,11255.1015506152,4440
60587.5792807343,11254.9128530826,4440
60582.61024571,11255.1644497927,4440
60580.9119679169,11253.5290711771,4440
60580.4087744967,11249.6293221707,4440
60580.5345728517,11246.8617583596,4440
60574.684949342,11246.6730608271,4440
60574.3075542769,11250.1325155908,4440
60574.2446550994,11253.4661719996,4440
60571.7286879985,11255.7305423904,4440
60567.1999472168,11255.8563407455,4440

60586.8324128812,11220.7608821728,4440
60589.9144725799,11221.138277238,4440
60594.254515829,11222.584958321,4440
60597.5881722377,11224.7235303568,4440
60600.5444335813,11227.4281949903,4440
60601.8653163093,11230.3844563339,4440
60607.3375447538,11228.5603801857,4440
60606.1424603809,11225.6670180197,4440
60604.3183842327,11223.1510509187,4440
60603.3748965699,11219.81739451,4440
60604.9473760079,11216.9240323439,4440
60607.0859480437,11214.3451660655,4440
60601.8653163093,11210.0051228164,4440
60600.1041393386,11213.5274767577,4440
60597.7768697703,11214.8483594857,4440
60594.0029191189,11215.4144520834,4440
60587.0211104138,11214.6596619531,4440

60468.071237407,11260.9361980152,4440
60474.7280670282,11260.8313660526,4440
60477.2440341292,11262.456261472,4440
60476.9295382416,11268.1696034304,4440
60483.2194559939,11268.0647714678,4440
60482.852544125,11263.4521651161,4440
60485.1064313196,11261.1982779215,4440
60490.4528614091,11261.0410299777,4440
60490.3480294465,11254.9607761505,4440
60484.5822715069,11255.4849359632,4440
60483.0622080501,11253.3358807311,4440
60482.7477121625,11250.0860898924,4440
60477.2440341292,11249.5619300797,4440
60477.4536980543,11252.3923930683,4440
60476.1957145038,11253.4407126937,4440
60475.461890766,11254.8035282067,4440
60467.9139894632,11255.5897679257,4440
